scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_1_O17 - Made with Clipchamp_10f,0.jpg,522.7572533695171,303.6217163615615,553.5240895616218,301.6578757535548,523.8979497725321,339.4018691796435
labeled-data,8_1_O17 - Made with Clipchamp_10f,11.jpg,517.1930383134982,302.96710282555927,549.2691015776074,301.9851825215559,519.2383828942079,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,110.jpg,519.4841856895059,304.2763298975637,551.2329421856141,302.63979605755816,512.714989264554,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,121.jpg,520.4661059935092,305.2582502015671,551.8875557216163,303.2944095935604,512.714989264554,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,132.jpg,520.7934127615104,305.5855569695682,552.5421692576185,303.9490231295626,513.6469026402189,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,143.jpg,522.1026398335149,304.930943433566,552.5421692576185,303.9490231295626,513.6469026402189,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,154.jpg,523.4118669055193,304.930943433566,553.1967827936207,303.9490231295626,513.6469026402189,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,165.jpg,522.7572533695171,305.5855569695682,552.5421692576185,303.9490231295626,515.5107293915485,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,176.jpg,521.4480262975127,305.5855569695682,551.2329421856141,304.2763298975637,515.5107293915485,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,187.jpg,520.7934127615104,303.9490231295626,551.2329421856141,303.6217163615615,514.5788160158837,339.4018691796435
labeled-data,8_1_O17 - Made with Clipchamp_10f,198.jpg,521.4480262975127,303.6217163615615,551.2329421856141,303.6217163615615,512.714989264554,338.4699558039786
labeled-data,8_1_O17 - Made with Clipchamp_10f,209.jpg,522.1026398335149,303.6217163615615,551.8875557216163,302.96710282555927,512.714989264554,335.6742156769841
labeled-data,8_1_O17 - Made with Clipchamp_10f,22.jpg,515.5565044734926,302.31248928955705,547.6325677376019,301.33056898555367,519.2383828942079,335.6742156769841
labeled-data,8_1_O17 - Made with Clipchamp_10f,220.jpg,520.4661059935092,303.2944095935604,551.5602489536152,303.9490231295626,515.5107293915485,335.6742156769841
labeled-data,8_1_O17 - Made with Clipchamp_10f,231.jpg,520.4661059935092,302.31248928955705,550.905635417613,302.96710282555927,518.306469518543,335.6742156769841
labeled-data,8_1_O17 - Made with Clipchamp_10f,242.jpg,519.4841856895059,300.34864868155034,550.5783286496119,301.33056898555367,516.4426427672133,336.60612905264895
