scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_24_O11 - Made with Clipchamp_10f,0.jpg,658.0050563616769,204.71754860334136,598.5321898208738,205.77956407728428,632.7821888555327,153.47530198559585
labeled-data,7_24_O11 - Made with Clipchamp_10f,11.jpg,656.4120331507626,202.59351765545554,598.2666859523881,205.2485563403128,630.1271501706755,157.98886774985323
labeled-data,7_24_O11 - Made with Clipchamp_10f,110.jpg,861.9524648299487,352.5381163791664,809.2560751817693,360.066172043192,816.3361676399568,287.18868815382933
labeled-data,7_24_O11 - Made with Clipchamp_10f,121.jpg,912.2035628747094,425.1149960560599,858.5252529225268,430.0245975760766,869.3263762665636,350.81635971980705
labeled-data,7_24_O11 - Made with Clipchamp_10f,132.jpg,982.2055713410562,518.1708712877993,930.1546048682279,530.2757472117128,930.5581007323583,461.2779544454056
labeled-data,7_24_O11 - Made with Clipchamp_10f,143.jpg,1043.9601192265445,620.5684380529827,988.6452754343563,632.0241749330218,993.2275701863718,555.4343912207612
labeled-data,7_24_O11 - Made with Clipchamp_10f,154.jpg,1096.2185684688816,723.9629480268809,1045.7815854525752,741.7167660486207,1041.3431309471403,662.2280808149218
labeled-data,7_24_O11 - Made with Clipchamp_10f,165.jpg,1067.202587240723,757.5131967824074,1009.0572400423484,771.584901812151,1023.3944489405778,702.0228882688903
labeled-data,7_24_O11 - Made with Clipchamp_10f,176.jpg,1087.5674988328867,780.5568064617719,1031.2806787139123,803.3901391515444,1038.7147870315127,731.1730869234265
labeled-data,7_24_O11 - Made with Clipchamp_10f,187.jpg,1088.6295143068296,787.4599070424008,1030.2186632399694,803.6556430200302,1043.2283527957702,731.1730869234265
labeled-data,7_24_O11 - Made with Clipchamp_10f,198.jpg,1089.9570336492582,790.114945727258,1033.1392057933124,803.1246352830588,1046.4143992175989,733.8281256082837
labeled-data,7_24_O11 - Made with Clipchamp_10f,209.jpg,1090.222537517744,796.4870385709155,1033.670213530284,806.8416894418589,1044.0248644012272,736.2176604246553
labeled-data,7_24_O11 - Made with Clipchamp_10f,22.jpg,657.7395524931911,201.53150218151262,599.5942052948167,205.51406020879853,630.6581579076469,158.25437161833895
labeled-data,7_24_O11 - Made with Clipchamp_10f,220.jpg,1091.5500568601726,799.1420772557728,1035.528740609684,814.8068054964308,1043.2283527957702,736.7486681616267
labeled-data,7_24_O11 - Made with Clipchamp_10f,231.jpg,1096.3291264929157,797.2835501763727,1041.9008334533414,811.8862629430878,1053.3174997982278,741.5277377943698
labeled-data,7_24_O11 - Made with Clipchamp_10f,242.jpg,1095.7981187559442,802.859131414573,1041.1043218478842,816.1343248388594,1053.8485075351991,749.227349980456
labeled-data,7_24_O11 - Made with Clipchamp_10f,253.jpg,1089.3179169024843,793.4864439727922,1035.9059654817615,806.4086902842574,1042.3670886374941,739.643751008354
labeled-data,7_24_O11 - Made with Clipchamp_10f,264.jpg,1088.8871753587687,794.1325562883655,1034.8291116224727,809.2085103184082,1039.3518978314855,737.059301746061
labeled-data,7_24_O11 - Made with Clipchamp_10f,33.jpg,658.8015679671341,202.06250991848407,598.2666859523881,203.65553312939846,632.516684987047,158.51987548682467
labeled-data,7_24_O11 - Made with Clipchamp_10f,44.jpg,659.863583441077,202.85902152394127,598.7976936893596,202.59351765545554,630.1271501706755,157.45786001288178
labeled-data,7_24_O11 - Made with Clipchamp_10f,55.jpg,659.5980795725912,199.14196736514106,597.4701743469309,200.20398283908398,632.2511811185612,157.45786001288178
labeled-data,7_24_O11 - Made with Clipchamp_10f,66.jpg,662.5186221259343,199.14196736514106,601.9837401111882,200.20398283908398,635.7027314088757,160.64390643471052
labeled-data,7_24_O11 - Made with Clipchamp_10f,77.jpg,683.7589316047925,212.6826646579132,622.9585457215608,212.6826646579132,647.9159093592192,164.89196833048214
labeled-data,7_24_O11 - Made with Clipchamp_10f,88.jpg,735.3544261559241,246.924848508685,675.4572876117203,248.23407558068942,687.5676380277615,185.39117612447558
labeled-data,7_24_O11 - Made with Clipchamp_10f,99.jpg,798.8519391481402,297.0027840128554,743.5370953559519,301.25777199686985,750.7378442519764,224.66798828460924
