scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_24_O4 - Made with Clipchamp_10f,0.jpg,381.0396983071716,594.0946906556566,408.917604498173,572.0578695713411,429.09589850308834,619.8485658987722
labeled-data,7_24_O4 - Made with Clipchamp_10f,11.jpg,388.7393104932577,593.2981790501995,410.24512384060165,573.6508927822556,422.1927979224594,609.2284111593431
labeled-data,7_24_O4 - Made with Clipchamp_10f,110.jpg,385.81876793991466,600.7322873677998,411.0416354460588,587.9881016804849,421.39628631700225,621.4415891096866
labeled-data,7_24_O4 - Made with Clipchamp_10f,121.jpg,387.41179115082906,596.7497293405139,415.28969734183045,583.7400397847132,420.86527858003075,620.1140697672579
labeled-data,7_24_O4 - Made with Clipchamp_10f,132.jpg,386.0842718084004,596.2187216035425,415.0241934733448,582.6780243107703,418.74124763214496,617.4590310824007
labeled-data,7_24_O4 - Made with Clipchamp_10f,143.jpg,389.0048143617434,598.8737602883997,417.9447360266878,585.5985668641133,417.14822442123057,623.0346123206009
labeled-data,7_24_O4 - Made with Clipchamp_10f,154.jpg,392.98737238902936,598.6082564199139,420.3342708430593,584.5365513901704,422.1927979224594,616.9280233454292
labeled-data,7_24_O4 - Made with Clipchamp_10f,165.jpg,391.39434917811496,596.4842254720281,422.72380565943087,584.2710475216846,424.8478366073167,624.0966277945439
labeled-data,7_24_O4 - Made with Clipchamp_10f,176.jpg,390.06682983568635,594.625698392628,422.1927979224594,585.864070732599,418.47574376365924,615.3350001345149
labeled-data,7_24_O4 - Made with Clipchamp_10f,187.jpg,392.7218685205436,593.2981790501995,423.78582113337376,590.9086442338279,414.4931857363733,619.3175581618008
labeled-data,7_24_O4 - Made with Clipchamp_10f,198.jpg,395.9079149423724,590.1121326283707,428.8303946346026,594.3601945241423,414.4931857363733,623.0346123206009
labeled-data,7_24_O4 - Made with Clipchamp_10f,209.jpg,399.09396136420105,593.5636829186851,431.4854333194599,596.7497293405139,420.3342708430593,621.4415891096866
labeled-data,7_24_O4 - Made with Clipchamp_10f,22.jpg,391.9253569150864,596.7497293405139,412.10365092000177,578.6954662834844,424.5823327388309,613.7419769236005
labeled-data,7_24_O4 - Made with Clipchamp_10f,220.jpg,396.96993041631526,588.784613285942,427.7683791606597,593.2981790501995,411.0416354460588,618.7865504248293
labeled-data,7_24_O4 - Made with Clipchamp_10f,231.jpg,397.235434284801,592.5016674447422,427.7683791606597,597.0152332089996,412.90016252545894,623.3001161890867
labeled-data,7_24_O4 - Made with Clipchamp_10f,242.jpg,394.04938786297225,586.926086206542,425.11334047580243,600.466783499314,405.99706194482997,619.8485658987722
