scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_30_O10 - Made with Clipchamp_10f,0.jpg,1104.1260285968485,511.63674132643774,1166.3035265872704,501.68834164797033,1130.5230910130535,570.1960962236359
labeled-data,7_30_O10 - Made with Clipchamp_10f,11.jpg,1103.628608612925,512.1341613103612,1166.3035265872704,503.1806015997404,1132.3869177643833,569.264182847971
labeled-data,7_30_O10 - Made with Clipchamp_10f,110.jpg,824.5759976319117,583.7626389953272,850.4418367959272,541.9793603457636,911.5234477318143,585.1067102342735
labeled-data,7_30_O10 - Made with Clipchamp_10f,121.jpg,553.4821063936724,685.733735699619,555.4717863293658,634.4994773555113,665.4983165562942,655.0002134091371
labeled-data,7_30_O10 - Made with Clipchamp_10f,132.jpg,421.16839067005475,737.9628643716799,439.5729300752196,681.7544061883386,502.4134758149458,728.62137008666
labeled-data,7_30_O10 - Made with Clipchamp_10f,143.jpg,433.60389026813914,750.8957839536877,446.0393898662235,700.1589455935035,508.9368694445997,746.3277242242921
labeled-data,7_30_O10 - Made with Clipchamp_10f,154.jpg,425.1477505414417,778.7513030533967,451.0135897054572,721.0505849182853,510.8006961959294,769.6255586159134
labeled-data,7_30_O10 - Made with Clipchamp_10f,165.jpg,421.16839067005475,769.7977433427759,449.0239097697637,718.5634849986684,506.1411293176052,788.2638261292103
labeled-data,7_30_O10 - Made with Clipchamp_10f,176.jpg,405.2509511845068,769.7977433427759,437.5832501395261,715.0815451112047,497.75390893662154,786.3999993778806
labeled-data,7_30_O10 - Made with Clipchamp_10f,187.jpg,395.7999714899627,759.8493436643084,425.6451705253651,704.6357254488138,488.43477517997303,778.0127789968969
labeled-data,7_30_O10 - Made with Clipchamp_10f,198.jpg,397.2922314417327,759.3519236803851,424.6503305575184,704.1383054648904,486.8823344838405,771.9088636294624
labeled-data,7_30_O10 - Made with Clipchamp_10f,22.jpg,1101.1415086933082,517.1083611495949,1163.8164266676536,506.66254148720407,1132.3869177643833,569.264182847971
labeled-data,7_30_O10 - Made with Clipchamp_10f,33.jpg,1096.6647288379977,517.6057811335182,1160.3344867801898,506.66254148720407,1128.6592642617238,572.0599229749655
labeled-data,7_30_O10 - Made with Clipchamp_10f,44.jpg,1094.6750489023043,518.600621101365,1158.3448068444964,506.66254148720407,1128.6592642617238,572.0599229749655
labeled-data,7_30_O10 - Made with Clipchamp_10f,55.jpg,1092.685368966611,519.5954610692118,1155.8577069248795,505.1702815354339,1131.4550043887184,561.8088758426522
labeled-data,7_30_O10 - Made with Clipchamp_10f,66.jpg,1082.7369692881434,524.0722409245221,1144.4170472946419,510.14448137466763,1123.0677840077349,575.787576477625
labeled-data,7_30_O10 - Made with Clipchamp_10f,77.jpg,1064.829849866902,532.0309606672961,1122.5305680020133,512.1341613103612,1123.9996973833997,589.7662771125977
labeled-data,7_30_O10 - Made with Clipchamp_10f,88.jpg,1019.0672113459514,543.9690402814572,1073.7834095775227,513.6264212621313,1108.1571699970973,600.017324244911
labeled-data,7_30_O10 - Made with Clipchamp_10f,99.jpg,942.4645338217515,557.3993798473882,982.2581325356216,521.5851410049053,1029.87644644125,582.3109701072789
