scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_13_O14 - Made with Clipchamp_10f,0.jpg,1354.7998336835421,372.3185088254221,1283.8598985014858,368.5948176384293,1308.9588188126086,330.2866137893302
labeled-data,8_13_O14 - Made with Clipchamp_10f,11.jpg,1354.3024136996187,362.3701091469546,1283.4113018703877,357.610227772972,1305.512297849641,321.09589122141716
labeled-data,8_13_O14 - Made with Clipchamp_10f,110.jpg,563.9020288852694,626.5001357903199,532.6802979976895,586.87030445595,615.4361929699127,550.4415092686933
labeled-data,8_13_O14 - Made with Clipchamp_10f,121.jpg,551.6775551878497,624.3834077952985,509.4549821157062,577.5785399711392,592.7577783108636,545.9058263368834
labeled-data,8_13_O14 - Made with Clipchamp_10f,132.jpg,533.6756829477886,618.4918859712784,486.8708151236293,577.5785399711392,569.3234164965128,536.8344604732638
labeled-data,8_13_O14 - Made with Clipchamp_10f,143.jpg,529.420694963774,622.0922604192906,479.0154526916026,581.5062211871525,569.3234164965128,536.8344604732638
labeled-data,8_13_O14 - Made with Clipchamp_10f,154.jpg,526.8022408197652,627.6564754753095,477.7062256195982,585.1065956351648,566.2996278753062,539.1023019391687
labeled-data,8_13_O14 - Made with Clipchamp_10f,165.jpg,526.8022408197652,632.2387702273252,476.3969985475937,591.6527309951871,566.2996278753062,539.1023019391687
labeled-data,8_13_O14 - Made with Clipchamp_10f,176.jpg,529.420694963774,639.4395191233497,478.0335323875993,599.5080934272138,569.3234164965128,551.1974564239948
labeled-data,8_13_O14 - Made with Clipchamp_10f,187.jpg,532.6937626437852,645.6583477153708,480.65198653160815,606.3815355552372,572.3472051177193,564.0485580641226
labeled-data,8_13_O14 - Made with Clipchamp_10f,198.jpg,549.7137145798431,656.4594710594076,493.7442572516527,617.8372724352762,572.3472051177193,564.0485580641226
labeled-data,8_13_O14 - Made with Clipchamp_10f,209.jpg,566.0790529798988,667.5879011714454,508.14575504370174,629.2930093153151,586.7102010684505,574.6318182383455
labeled-data,8_13_O14 - Made with Clipchamp_10f,22.jpg,1354.3024136996187,362.3701091469546,1285.5049702871697,354.78575672405884,1307.8099784916194,321.09589122141716
labeled-data,8_13_O14 - Made with Clipchamp_10f,220.jpg,584.08092521996,676.0978771394745,525.1657069797596,639.1122123553486,604.0969856403881,599.5780743632996
labeled-data,8_13_O14 - Made with Clipchamp_10f,231.jpg,595.8639688680001,688.8628410915178,536.6214438597987,651.5498695393909,613.1683515040077,609.405387382221
labeled-data,8_13_O14 - Made with Clipchamp_10f,242.jpg,595.8639688680003,693.7724426115345,539.8945115398097,652.5317898433942,610.9005100381028,608.6494402269192
labeled-data,8_13_O14 - Made with Clipchamp_10f,33.jpg,1307.047515226898,384.75400842350643,1228.5584147321306,383.43396307732087,1260.7075253310652,339.4773363572432
labeled-data,8_13_O14 - Made with Clipchamp_10f,44.jpg,1196.6202787959087,467.3257409348398,1123.6494900582131,467.36110281645483,1142.3769722691854,394.6216717647212
labeled-data,8_13_O14 - Made with Clipchamp_10f,55.jpg,1070.7730228632947,559.8458579445876,1005.0785953743523,551.6413753190022,1042.2017672601396,490.27164792453203
labeled-data,8_13_O14 - Made with Clipchamp_10f,66.jpg,887.7224687794929,635.4536955009406,836.7591657553951,613.7626870031856,928.1072907072079,551.2989260807515
labeled-data,8_13_O14 - Made with Clipchamp_10f,77.jpg,612.1517673258368,649.8788750347185,586.0313011818711,599.9625751759947,691.786855655378,611.6732288481259
labeled-data,8_13_O14 - Made with Clipchamp_10f,88.jpg,586.2859281618213,628.9872357099367,555.5917717577676,586.87030445595,657.0132865115027,585.2150784125685
labeled-data,8_13_O14 - Made with Clipchamp_10f,99.jpg,570.3684886762733,626.0027158063965,539.881046893714,586.5429976879489,634.3348718524535,557.245033666408
