scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_5_O7 - Made with Clipchamp_10f,0.jpg,1229.2156784333426,353.70809753848323,1189.4220797194725,308.94029139535286,1242.3829411180102,298.6961092399502
labeled-data,8_5_O7 - Made with Clipchamp_10f,1001.jpg,1276.9679968899866,305.95577908183924,1231.7027783529595,267.65443272971277,1265.0800881021053,256.79368403854386
labeled-data,8_5_O7 - Made with Clipchamp_10f,1012.jpg,1280.4499367774501,307.9454590175327,1234.6872982564996,271.13637261717633,1273.809760019065,260.28555280532765
labeled-data,8_5_O7 - Made with Clipchamp_10f,1023.jpg,1280.4499367774501,317.8938586960002,1233.692458288653,277.60283240818023,1279.0475631692407,269.0152247222873
labeled-data,8_5_O7 - Made with Clipchamp_10f,1034.jpg,1285.9215566006073,312.4222388728431,1239.6614980957334,273.6234725367932,1284.2853663194164,270.76115910567927
labeled-data,8_5_O7 - Made with Clipchamp_10f,1045.jpg,1285.9215566006073,313.91449882461325,1238.6666581278866,276.1105724564101,1280.7934975526325,270.76115910567927
labeled-data,8_5_O7 - Made with Clipchamp_10f,1056.jpg,1285.9215566006073,312.4222388728431,1236.6769781921932,275.11573248856337,1279.0475631692407,263.77742157211156
labeled-data,8_5_O7 - Made with Clipchamp_10f,1067.jpg,1285.9215566006073,312.4222388728431,1236.6769781921932,273.6234725367932,1277.3016287858488,263.77742157211156
labeled-data,8_5_O7 - Made with Clipchamp_10f,1078.jpg,1282.937036697067,313.4170788406899,1231.7027783529595,277.1054124242569,1277.3016287858488,263.77742157211156
labeled-data,8_5_O7 - Made with Clipchamp_10f,1089.jpg,1274.9783169542932,314.90933879245995,1225.733738545879,277.60283240818023,1266.826022485497,260.28555280532765
labeled-data,8_5_O7 - Made with Clipchamp_10f,11.jpg,1229.2156784333426,351.22099761886636,1189.919499703396,308.44287141142945,1242.3829411180102,300.44204362334216
labeled-data,8_5_O7 - Made with Clipchamp_10f,110.jpg,1233.1950383047297,343.75969786001576,1193.898859574783,300.98157165257885,1244.128875501402,298.6961092399502
labeled-data,8_5_O7 - Made with Clipchamp_10f,1100.jpg,1271.9937970507528,309.43771896930286,1222.2517986584153,275.11573248856337,1254.6044818017535,255.0477496551519
labeled-data,8_5_O7 - Made with Clipchamp_10f,1111.jpg,1271.9937970507528,309.43771896930286,1222.2517986584153,275.11573248856337,1261.5882193353214,253.30181527175995
labeled-data,8_5_O7 - Made with Clipchamp_10f,1122.jpg,1271.9937970507528,309.43771896930286,1222.2517986584153,274.1208925207166,1258.0963505685374,251.5558808883681
