scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_3_O17 - Made with Clipchamp_10f,0.jpg,542.6426679512787,855.2853667370404,506.7616786806793,850.5094270146747,527.1124816490532,816.8540383563599
labeled-data,8_3_O17 - Made with Clipchamp_10f,11.jpg,544.6323478869722,857.2750466727339,505.96516707522215,852.6334579625606,524.2799563300014,819.6865636754115
labeled-data,8_3_O17 - Made with Clipchamp_10f,110.jpg,543.6375079191254,854.787946753117,506.7616786806793,849.4474115407318,522.8636936704755,816.8540383563599
labeled-data,8_3_O17 - Made with Clipchamp_10f,121.jpg,542.6426679512787,854.2905267691935,506.7616786806793,849.9784192777032,522.8636936704755,816.8540383563599
labeled-data,8_3_O17 - Made with Clipchamp_10f,132.jpg,542.6426679512787,854.2905267691935,507.2926864176508,848.6508999352747,522.8636936704755,815.4377756968339
labeled-data,8_3_O17 - Made with Clipchamp_10f,143.jpg,542.6426679512787,853.2956868013468,507.8236941546223,846.7923728558745,525.6962189895273,814.0215130373081
labeled-data,8_3_O17 - Made with Clipchamp_10f,154.jpg,542.6426679512787,851.3060068656533,508.089198023108,845.1993496449602,525.6962189895273,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,165.jpg,543.6375079191254,849.8137469138833,508.089198023108,842.0133032231314,527.1124816490532,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,176.jpg,543.6375079191254,847.8240669781896,507.8236941546223,838.561752932817,527.1124816490532,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,187.jpg,541.9400101765772,845.5130870983727,507.55819028613655,835.9067142479597,527.1124816490532,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,198.jpg,542.2894179924151,845.1636792825348,507.8236941546223,836.7032258534168,527.1124816490532,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,209.jpg,542.8135297161721,846.2119027300486,508.3547018915937,837.7652413273597,527.1124816490532,809.7727250587304
labeled-data,8_3_O17 - Made with Clipchamp_10f,22.jpg,541.6478279834319,856.7776266888104,505.168655469765,852.6334579625606,522.8636936704755,821.1028263349374
labeled-data,8_3_O17 - Made with Clipchamp_10f,220.jpg,542.2894179924151,846.2119027300486,507.8236941546223,837.499737458874,527.1124816490532,806.9401997396786
labeled-data,8_3_O17 - Made with Clipchamp_10f,231.jpg,547.7052391379032,843.0672323875071,516.850825683137,829.8001252727879,534.1937949466825,804.107674420627
labeled-data,8_3_O17 - Made with Clipchamp_10f,242.jpg,563.9527025743674,838.5249307816139,533.0465616607665,824.2245440345878,555.4377348395707,794.1938358039457
