scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_11_O10 - Made with Clipchamp_10f,0.jpg,1181.1974121262665,724.8770282686686,1120.4101847599545,750.8436436720308,1133.7141435155895,717.87958103376
labeled-data,8_11_O10 - Made with Clipchamp_10f,11.jpg,1182.790435337181,728.328578558983,1121.4722002338974,753.2331784884024,1136.509883642584,722.5391479120843
labeled-data,8_11_O10 - Made with Clipchamp_10f,110.jpg,829.6702902511627,309.6290103671303,767.0113772885309,301.132886575587,811.272115535552,229.55698285028174
labeled-data,8_11_O10 - Made with Clipchamp_10f,121.jpg,826.484243829334,304.05342912893,760.108276707902,290.51273183615785,806.6125486572276,223.03358922062782
labeled-data,8_11_O10 - Made with Clipchamp_10f,132.jpg,813.740058142019,292.9022666525295,749.2226180999871,282.2821119131003,797.2934149005791,221.1697624692981
labeled-data,8_11_O10 - Made with Clipchamp_10f,143.jpg,791.7032370577036,280.9545925706717,723.999750593843,274.31699585852846,768.4041002549689,220.23784909363323
labeled-data,8_11_O10 - Made with Clipchamp_10f,154.jpg,776.835020422503,273.785988121557,710.4590533010709,268.7414146203282,751.6296594930017,217.4421089666387
labeled-data,8_11_O10 - Made with Clipchamp_10f,165.jpg,756.1257186806162,271.39645330518545,690.5462631646413,265.024360461528,745.1062658633477,214.64636883964417
labeled-data,8_11_O10 - Made with Clipchamp_10f,176.jpg,735.9474246757009,266.0863759354709,671.4299846336689,260.5107946972706,727.3999117257156,213.7144554639793
labeled-data,8_11_O10 - Made with Clipchamp_10f,187.jpg,703.0249449834705,270.5999416997283,639.0385126784101,263.9623449875851,706.897817461089,213.7144554639793
labeled-data,8_11_O10 - Made with Clipchamp_10f,198.jpg,667.9784343433544,259.183283457377,606.11606539632,254.93522156160537,672.4170225614895,195.07618795068237
labeled-data,8_11_O10 - Made with Clipchamp_10f,209.jpg,638.5075049414386,250.15615192886227,573.990097309547,247.2356093755193,637.9362276618901,195.07618795068237
labeled-data,8_11_O10 - Made with Clipchamp_10f,22.jpg,1182.5249314686953,728.328578558983,1120.6756886284402,752.4366668829451,1136.509883642584,721.6072345364195
labeled-data,8_11_O10 - Made with Clipchamp_10f,220.jpg,619.3912264104662,247.501113244005,554.6083149100888,243.78405908520483,632.3447474079011,195.07618795068237
labeled-data,8_11_O10 - Made with Clipchamp_10f,231.jpg,609.5675832764942,248.5631287179479,546.1121911185455,242.19103587429044,613.7064798946041,202.53149495600115
labeled-data,8_11_O10 - Made with Clipchamp_10f,242.jpg,604.7885136437511,245.6425861646049,541.5986253542882,238.47398171549025,613.7064798946041,197.8719280776769
labeled-data,8_11_O10 - Made with Clipchamp_10f,253.jpg,594.1683589043221,249.89064806037655,533.3680054312306,244.04956295369055,613.7064798946041,197.8719280776769
labeled-data,8_11_O10 - Made with Clipchamp_10f,33.jpg,1181.9939237317237,723.0185011892685,1120.4101847599545,750.5781398035451,1133.7141435155895,716.0157542824304
labeled-data,8_11_O10 - Made with Clipchamp_10f,44.jpg,1164.4706684116657,710.2743155019535,1100.231890755039,734.11689995743,1114.1439626266279,689.9221797638146
labeled-data,8_11_O10 - Made with Clipchamp_10f,55.jpg,1140.3098163794643,687.7064866806667,1073.6815039064663,709.4250401882573,1076.8674276000338,653.5775581128855
labeled-data,8_11_O10 - Made with Clipchamp_10f,66.jpg,1110.8388869775488,647.8809064078075,1047.1311170578936,666.1479096250837,1048.9100263300884,589.2755351920109
labeled-data,8_11_O10 - Made with Clipchamp_10f,77.jpg,1048.1799740149168,576.7259020637727,983.6756924898046,589.9482993696797,1006.0420110495053,507.26715813350427
labeled-data,8_11_O10 - Made with Clipchamp_10f,88.jpg,974.3698985758845,445.56699103182297,911.445481744767,461.7627270094525,931.4889409963173,374.00355607833325
labeled-data,8_11_O10 - Made with Clipchamp_10f,99.jpg,917.0210629829674,315.20459160533056,857.7263873929618,315.1670282528434,877.4379652077562,250.99099049057324
