scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_7_O14 - Made with Clipchamp_10f,0.jpg,782.8768412854289,168.7611600752368,817.4623769782754,121.25819708719035,831.9882280869717,220.51817966328144
labeled-data,8_7_O14 - Made with Clipchamp_10f,11.jpg,782.4733454212984,168.35766421110634,816.6553852500145,121.6616929513208,830.7777404945803,219.71118793502052
labeled-data,8_7_O14 - Made with Clipchamp_10f,110.jpg,1068.1037079904822,869.469572977564,1057.6298914144465,803.0262990733379,1138.762365932288,802.5120051531892
labeled-data,8_7_O14 - Made with Clipchamp_10f,121.jpg,1071.3767756704933,877.3249354095907,1059.5937320224532,811.863581809368,1140.2742602428912,804.0238994637924
labeled-data,8_7_O14 - Made with Clipchamp_10f,132.jpg,1075.3044568865066,887.1441384496242,1065.157947078472,822.0100916174025,1141.7861545534945,810.0714767062055
labeled-data,8_7_O14 - Made with Clipchamp_10f,143.jpg,1081.5232854785277,894.6721941136498,1070.0675485984889,826.265079601417,1144.0539960193994,819.8987897251269
labeled-data,8_7_O14 - Made with Clipchamp_10f,154.jpg,1087.0875005345467,898.9271820976642,1075.6317636545077,832.156601425437,1147.8337317959076,835.7736799864612
labeled-data,8_7_O14 - Made with Clipchamp_10f,165.jpg,1099.8524644865902,900.8910227056709,1089.7059546785556,830.5200675854314,1159.9288862807339,846.3569401606841
labeled-data,8_7_O14 - Made with Clipchamp_10f,176.jpg,1109.0170539906212,904.8187039216843,1098.8705441825869,835.1023623374471,1169.0002521443535,852.4045174030972
labeled-data,8_7_O14 - Made with Clipchamp_10f,187.jpg,1106.3985998466123,915.9471340337221,1097.8886238785835,845.9034856814839,1171.2680936102583,859.208041800812
labeled-data,8_7_O14 - Made with Clipchamp_10f,198.jpg,1105.7439863106101,932.3124724337779,1101.4889983265957,862.9234376175417,1171.2680936102583,863.7437247326218
labeled-data,8_7_O14 - Made with Clipchamp_10f,209.jpg,1109.3443607586223,937.2220739537945,1105.089372774608,861.6142105455373,1170.5121464549568,875.8388792174479
labeled-data,8_7_O14 - Made with Clipchamp_10f,22.jpg,782.4733454212984,168.35766421110634,816.6553852500145,120.45120535892944,827.9532694456672,217.69370861436826
labeled-data,8_7_O14 - Made with Clipchamp_10f,220.jpg,1112.6174284386336,931.9851656657768,1106.7259066146135,858.3411428655261,1178.071618007973,877.3507735280513
labeled-data,8_7_O14 - Made with Clipchamp_10f,33.jpg,778.8418826441243,168.7611600752368,815.0414017934927,120.45120535892944,827.9532694456672,217.69370861436826
labeled-data,8_7_O14 - Made with Clipchamp_10f,44.jpg,778.4383867799938,181.2695318632808,811.0064431521882,131.7490895545821,827.9532694456672,217.69370861436826
labeled-data,8_7_O14 - Made with Clipchamp_10f,55.jpg,797.4026923941251,224.84708518936958,829.9707487663196,166.44973386980092,873.1448062282777,243.11394805458673
labeled-data,8_7_O14 - Made with Clipchamp_10f,66.jpg,833.7173201658658,299.89731591763353,864.267897217408,244.72793151110852,932.4586982554542,332.2865278705582
labeled-data,8_7_O14 - Made with Clipchamp_10f,77.jpg,885.1216399011494,427.8245555861528,914.7048802337142,368.1976597781684,980.0712102228474,454.9492705662155
labeled-data,8_7_O14 - Made with Clipchamp_10f,88.jpg,963.2165773771192,568.0970062325978,983.7026730000215,503.7722701260001,1074.8927382935037,575.9980298053509
labeled-data,8_7_O14 - Made with Clipchamp_10f,99.jpg,1043.798614772706,699.9132716121856,1058.6118117184496,634.1360067847633,1156.1491505042259,682.3164074602289
