scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_7_O19 - Made with Clipchamp_10f,0.jpg,1045.792349910992,973.6437418705982,1040.2821824259775,939.8357952275385,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,11.jpg,1046.1196566789931,974.2983554066004,1040.6315902418153,939.6610913196196,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,110.jpg,1054.629632647022,953.3507222545292,1048.493266098169,910.8349465129895,1102.330689680471,918.1319881094419
labeled-data,8_7_O19 - Made with Clipchamp_10f,121.jpg,1051.3565649670109,946.8045868945069,1047.2703387427362,906.9914605387721,1100.5847552970793,914.640119342658
labeled-data,8_7_O19 - Made with Clipchamp_10f,132.jpg,1044.4539746574226,909.0051926488485,1042.043822156688,868.263218026408,1104.0766240638632,904.1645130423065
labeled-data,8_7_O19 - Made with Clipchamp_10f,143.jpg,1036.8851697971677,864.3485568783718,1036.4441820883865,826.6966590578617,1091.8550833801196,862.2620878409
labeled-data,8_7_O19 - Made with Clipchamp_10f,154.jpg,1023.6099763728812,826.9125114218841,1022.4450819176325,787.0684370360351,1072.6498051628084,830.8352689398453
labeled-data,8_7_O19 - Made with Clipchamp_10f,165.jpg,994.1390469709654,770.0946835659382,999.6554259898661,731.5234421333901,1049.9526581787134,785.4409749716551
labeled-data,8_7_O19 - Made with Clipchamp_10f,176.jpg,937.8522268519911,678.7613528068479,948.1818115158633,641.4984594968494,990.5908891433875,710.3657964858021
labeled-data,8_7_O19 - Made with Clipchamp_10f,187.jpg,893.5130808148745,546.0094185639839,907.9074771784633,511.1991425229088,938.2128576416296,582.9125864981911
labeled-data,8_7_O19 - Made with Clipchamp_10f,198.jpg,848.9084957295526,393.610198053176,869.0449158333347,360.22073685593153,898.1022248502691,427.5298652129868
labeled-data,8_7_O19 - Made with Clipchamp_10f,209.jpg,821.8271011440085,284.7536281790977,839.7872163655957,250.91696584808085,874.7234856058703,327.0510284604651
labeled-data,8_7_O19 - Made with Clipchamp_10f,22.jpg,1046.4469634469942,975.934889246606,1040.6315902418153,940.0104991354575,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,220.jpg,803.5073342184932,217.05014171523703,819.6880449208917,184.2209843422662,865.7699258952496,245.971571080955
labeled-data,8_7_O19 - Made with Clipchamp_10f,231.jpg,797.1352413748357,203.50944442246492,815.3204472229174,171.81700688001933,858.1847212350667,215.60964762369412
labeled-data,8_7_O19 - Made with Clipchamp_10f,242.jpg,802.4453187445503,196.87184771032173,818.115709749621,165.7023701028554,859.4939483070712,207.7542851916674
labeled-data,8_7_O19 - Made with Clipchamp_10f,253.jpg,800.8522955336358,192.88928968303577,817.5915980258641,161.33477240488116,856.2208806270601,200.88084306364402
labeled-data,8_7_O19 - Made with Clipchamp_10f,264.jpg,802.9763264815217,199.26138252669327,818.6398214733779,166.75059355036922,855.893573859059,202.51737690364956
labeled-data,8_7_O19 - Made with Clipchamp_10f,275.jpg,798.4627607172642,190.76525873514998,815.1457433149985,159.76243723361043,850.9839723390422,198.91700245563732
labeled-data,8_7_O19 - Made with Clipchamp_10f,286.jpg,792.6216756105783,186.25169297089258,807.4587713665638,156.09365516731208,848.6928249630345,194.98932123962396
labeled-data,8_7_O19 - Made with Clipchamp_10f,297.jpg,793.6836910845212,189.4377393927213,807.9828830903207,158.8889176940156,849.6747452670378,196.95316184763064
labeled-data,8_7_O19 - Made with Clipchamp_10f,308.jpg,801.3833032706073,199.526886395179,817.2421902100261,168.148224813721,852.947812947049,210.37273933567633
labeled-data,8_7_O19 - Made with Clipchamp_10f,33.jpg,1045.465043142991,976.9168095506093,1040.6315902418153,941.0587225829713,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,44.jpg,1044.8104296069887,974.9529689426026,1041.3304058734911,938.7875717800247,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,55.jpg,1044.8104296069887,974.9529689426026,1039.9327746101394,934.7693818978884,1093.6010177635114,949.5588070104966
labeled-data,8_7_O19 - Made with Clipchamp_10f,66.jpg,1045.465043142991,971.6799012625914,1040.4568863338964,935.4681975295642,1093.6010177635114,947.8128726271048
labeled-data,8_7_O19 - Made with Clipchamp_10f,77.jpg,1048.0834972869998,968.4068335825804,1043.4268527685188,929.3535607524003,1093.6010177635114,942.5750694769288
labeled-data,8_7_O19 - Made with Clipchamp_10f,88.jpg,1049.7200311270053,959.5695508465503,1045.3485957556275,918.5219184614242,1102.330689680471,926.8616600264015
labeled-data,8_7_O19 - Made with Clipchamp_10f,99.jpg,1054.629632647022,953.3507222545292,1048.493266098169,910.8349465129895,1102.330689680471,919.8779224928337
