scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_7_O5 - Made with Clipchamp_10f,0.jpg,649.097777531607,257.5626549095507,730.8729690252112,226.76420616520625,694.4743928931385,345.94043669131133
labeled-data,8_7_O5 - Made with Clipchamp_10f,11.jpg,668.7450637995508,231.01226806097787,749.723743687698,199.68281157966197,711.9337367270577,318.00548655704046
labeled-data,8_7_O5 - Made with Clipchamp_10f,110.jpg,696.120418356673,165.83918911348457,782.1152156429566,142.8649837237162,739.8686868613287,253.40591437153898
labeled-data,8_7_O5 - Made with Clipchamp_10f,121.jpg,694.5273951457586,161.3256233492272,782.1152156429566,138.35141795945884,745.1064900115044,249.91404560475513
labeled-data,8_7_O5 - Made with Clipchamp_10f,132.jpg,693.7308835403014,154.15701890011252,779.9911846950708,131.18281351034418,745.1064900115044,248.16811122136323
labeled-data,8_7_O5 - Made with Clipchamp_10f,143.jpg,690.5448371184727,152.82949955768387,777.0706421417278,131.18281351034418,738.1227524779367,248.16811122136323
labeled-data,8_7_O5 - Made with Clipchamp_10f,154.jpg,692.9343719348443,146.4574067140264,778.1326576156707,126.13824000911535,731.139014944369,239.43843930440357
labeled-data,8_7_O5 - Made with Clipchamp_10f,165.jpg,696.6514260936444,145.39539124008348,782.3807195114424,124.54521679820098,736.3768180945449,237.69250492101162
labeled-data,8_7_O5 - Made with Clipchamp_10f,176.jpg,698.7754570415302,144.59887963462631,784.5047504593282,123.21769745577234,741.6146212447206,235.94657053761966
labeled-data,8_7_O5 - Made with Clipchamp_10f,187.jpg,698.2444493045589,144.59887963462631,783.4427349853853,121.8901781133437,745.1064900115044,235.94657053761966
labeled-data,8_7_O5 - Made with Clipchamp_10f,198.jpg,690.279333249987,144.86438350311204,773.0880841144419,122.42118585031515,745.1064900115044,237.69250492101162
labeled-data,8_7_O5 - Made with Clipchamp_10f,209.jpg,676.4731320887291,149.1124453988837,760.0783945586412,125.6072322721439,736.3768180945449,239.43843930440357
labeled-data,8_7_O5 - Made with Clipchamp_10f,22.jpg,669.0390237711285,223.9845342862252,751.5822707670981,193.84172647297595,722.4093430274094,300.54614272312114
labeled-data,8_7_O5 - Made with Clipchamp_10f,220.jpg,662.4014270589855,155.75004008539312,744.679170186469,132.51033285277282,717.1715398772336,246.42217683797128
labeled-data,8_7_O5 - Made with Clipchamp_10f,231.jpg,642.488636922556,170.88376058907963,723.4388607076107,145.7855262770592,710.1878023436659,255.15184875493094
labeled-data,8_7_O5 - Made with Clipchamp_10f,242.jpg,618.5932887588405,187.07949656670903,700.8710318863239,156.40568101648833,697.9662616599223,269.1193238220664
