scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,8_15_O7 - Made with Clipchamp_10f,1001.jpg,838.2312448663549,89.21695925033308,792.4686063454045,84.7401793950227,875.2261954428545,88.6641137938696
labeled-data,8_15_O7 - Made with Clipchamp_10f,1012.jpg,807.6252215635502,101.72280131753375,763.1208272939255,91.20663918602656,861.2587203757191,104.37752324439691
labeled-data,8_15_O7 - Made with Clipchamp_10f,1023.jpg,801.1587617725463,100.72796134968699,763.6182472778488,91.20663918602656,863.004654759111,109.61532639457272
labeled-data,8_15_O7 - Made with Clipchamp_10f,1034.jpg,789.7181021423087,104.20990123715062,759.1414674225384,89.71437923425644,863.004654759111,114.85312954474853
labeled-data,8_15_O7 - Made with Clipchamp_10f,1045.jpg,790.2155221262321,111.67120099600125,768.5924471170825,88.7195392664097,871.7343266760706,128.820604611884
labeled-data,8_15_O7 - Made with Clipchamp_10f,1056.jpg,791.7077820780023,121.61960067446873,780.0331067473202,87.72469929856294,876.9721298262465,142.7880796790194
labeled-data,8_15_O7 - Made with Clipchamp_10f,1067.jpg,790.7129421101555,137.03962017609336,787.4944065061708,93.69373910564344,869.9883922926787,174.2148985800742
labeled-data,8_15_O7 - Made with Clipchamp_10f,1078.jpg,787.2310022226918,149.9725397581011,796.4479662167915,106.62665868765119,861.2587203757191,209.13358624791283
labeled-data,8_15_O7 - Made with Clipchamp_10f,1089.jpg,771.3135627371439,180.81257876135035,792.9660263293279,129.50797794812644,840.3075077750159,224.8469956984402
labeled-data,8_15_O7 - Made with Clipchamp_10f,1100.jpg,751.4167633802089,197.22743823082172,781.5253666990902,148.4099373372147,814.1184920241369,233.57666761539986
labeled-data,8_15_O7 - Made with Clipchamp_10f,1111.jpg,725.5509242161934,210.16035781282946,758.1466274546917,163.33253685491593,796.6591481902176,244.05227391575147
labeled-data,8_15_O7 - Made with Clipchamp_10f,1122.jpg,701.6747649878714,232.54425708938135,739.2446680656034,183.22933621185095,784.4376075064741,259.76568336627884
labeled-data,8_15_O7 - Made with Clipchamp_10f,1133.jpg,691.2289453254805,244.48233670354236,731.7833683067528,195.16741582601193,779.1998043562983,266.74942089984654
labeled-data,8_15_O7 - Made with Clipchamp_10f,1144.jpg,687.2495854540936,245.9745976040658,727.8040084353659,197.6545157456288,754.7567229888112,261.5116177496707
labeled-data,8_15_O7 - Made with Clipchamp_10f,1155.jpg,680.2857056791663,239.50813781306192,722.3323886122087,189.19837601893144,754.7567229888112,254.52788021610297
