scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_28_O2 - Made with Clipchamp_10f,0.jpg,987.3521333548699,681.4198378153626,935.620455026839,658.5385185548873,983.8701934674062,578.453901143224
labeled-data,7_28_O2 - Made with Clipchamp_10f,11.jpg,1004.761832792188,684.9017777028262,954.5224144159272,664.5075583619678,995.3108530976439,595.3661805966187
labeled-data,7_28_O2 - Made with Clipchamp_10f,110.jpg,698.7989324007746,603.0233868261703,647.5549576562072,567.5157507826906,712.5177917812099,547.340957576168
labeled-data,7_28_O2 - Made with Clipchamp_10f,121.jpg,678.2206433301216,581.2346101631259,634.6430900040327,547.7444534402985,708.079337275775,528.7801478261673
labeled-data,7_28_O2 - Made with Clipchamp_10f,132.jpg,616.082280254032,563.8842880055165,577.3466772975086,529.9906354185587,658.8528418518597,522.32421400008
labeled-data,7_28_O2 - Made with Clipchamp_10f,143.jpg,539.4180660692463,548.5514205411263,502.2964465692447,516.2717514106902,590.2585449496831,508.20183412808115
labeled-data,7_28_O2 - Made with Clipchamp_10f,154.jpg,514.4013224931583,562.2703045489948,476.47271126489585,521.1137264076888,544.2600164388117,506.99137116312295
labeled-data,7_28_O2 - Made with Clipchamp_10f,165.jpg,500.4362263156794,535.090589512147,468.3601630515702,494.1772435120077,530.875755739783,491.2314825999976
labeled-data,7_28_O2 - Made with Clipchamp_10f,176.jpg,470.3239836823572,489.92225552799323,440.86637456225696,443.11738770383397,506.98234169848195,445.40853507984167
labeled-data,7_28_O2 - Made with Clipchamp_10f,187.jpg,476.8701190423795,479.12113218395643,448.39443022628257,428.0612763757827,512.873863522502,432.6435711277983
labeled-data,7_28_O2 - Made with Clipchamp_10f,198.jpg,471.9605175223628,484.6853472399754,449.3763505302859,429.0431966797861,513.2011702905031,445.73584184784283
labeled-data,7_28_O2 - Made with Clipchamp_10f,209.jpg,470.6512904503583,491.23148259999766,449.3763505302859,433.62549143180166,507.96426200248527,454.90043135187403
labeled-data,7_28_O2 - Made with Clipchamp_10f,22.jpg,1016.2024924224256,694.8501773812936,966.4604940300882,667.9894982494314,1020.1818522938127,609.7913601303966
labeled-data,7_28_O2 - Made with Clipchamp_10f,220.jpg,474.25166489837056,483.703426935972,455.92248589030817,427.7339696077816,516.1469312025131,449.3362162958551
labeled-data,7_28_O2 - Made with Clipchamp_10f,33.jpg,1007.2489327118049,694.3527573973703,960.9888742069311,670.4765981690483,1014.7102324706555,620.7345997767109
labeled-data,7_28_O2 - Made with Clipchamp_10f,44.jpg,991.331493226257,686.3940376545963,945.5688547053064,660.5281984905808,1004.761832792188,614.268139985707
labeled-data,7_28_O2 - Made with Clipchamp_10f,55.jpg,955.5172543837739,663.0152984101977,915.7236556699039,637.6468792301056,978.3985736442492,600.8378004197758
labeled-data,7_28_O2 - Made with Clipchamp_10f,66.jpg,909.2571958789001,657.0462282430108,864.4893973257964,625.7087692558382,944.0765947535364,590.3919503972786
labeled-data,7_28_O2 - Made with Clipchamp_10f,77.jpg,853.741344226868,640.1450063261718,807.7428157159965,606.6548496033444,893.6874347757827,574.3751804729083
labeled-data,7_28_O2 - Made with Clipchamp_10f,88.jpg,770.2177003518646,622.391188304432,728.2541304822976,586.8835522609522,821.8651709605623,560.6563210924729
labeled-data,7_28_O2 - Made with Clipchamp_10f,99.jpg,720.5877090638189,611.4967999729098,672.9751970964256,576.796155657691,739.5520146779502,550.1654286250812
