scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_26_O19 - Made with Clipchamp_10f,0.jpg,976.1172588744122,873.5706678103056,1010.1017540405854,879.146249048506,990.985475509613,932.5125266141373
labeled-data,7_26_O19 - Made with Clipchamp_10f,11.jpg,980.0998169016982,872.7741562048485,1014.6153198048428,878.0842335745631,991.7819871150701,926.1404337704798
labeled-data,7_26_O19 - Made with Clipchamp_10f,110.jpg,835.4002085769765,856.843924095705,867.5261766637497,854.9853970163049,860.357572214635,892.952450209764
labeled-data,7_26_O19 - Made with Clipchamp_10f,121.jpg,807.7878062544609,878.0842335745633,840.4447820782054,873.3051639418202,843.6308285000341,916.3167906365081
labeled-data,7_26_O19 - Made with Clipchamp_10f,132.jpg,777.5203652470877,908.6171784504219,807.522302385975,897.7315198425069,816.283930046004,946.3187277753952
labeled-data,7_26_O19 - Made with Clipchamp_10f,143.jpg,747.7839319766863,942.3361697481092,779.6443961949736,924.8129144280512,786.0164890386311,974.727641703368
labeled-data,7_26_O19 - Made with Clipchamp_10f,154.jpg,751.2354822670007,948.9737664602525,778.316876852545,931.9815188771659,793.9816050932029,981.3652384155113
labeled-data,7_26_O19 - Made with Clipchamp_10f,165.jpg,748.0494358451721,954.8148515669385,776.1928459046592,935.9640769044519,796.3711399095746,981.8962461524827
labeled-data,7_26_O19 - Made with Clipchamp_10f,176.jpg,750.9699783985151,954.8148515669385,777.2548613786021,935.9640769044519,794.5126128301745,982.4272538894543
labeled-data,7_26_O19 - Made with Clipchamp_10f,187.jpg,757.0765673736868,949.2392703287383,783.6269542222597,933.0435343511089,798.4951708574604,976.5861687827683
labeled-data,7_26_O19 - Made with Clipchamp_10f,198.jpg,761.0591254009727,942.8671774850808,789.2025354604599,925.6094260335085,801.9467211477748,975.789657177311
labeled-data,7_26_O19 - Made with Clipchamp_10f,22.jpg,981.1618323756411,876.4912103636486,1016.4738468842429,879.4117529169916,998.9505915641848,924.2819066910797
labeled-data,7_26_O19 - Made with Clipchamp_10f,33.jpg,987.5339252192985,880.4737683909345,1018.5978778321287,881.5357838648775,1004.7916766708709,925.3439221650226
labeled-data,7_26_O19 - Made with Clipchamp_10f,44.jpg,983.8168710604983,877.2877219691059,1013.8188081993856,880.2082645224489,998.4195838272134,923.2198912171368
labeled-data,7_26_O19 - Made with Clipchamp_10f,55.jpg,963.9040809240687,867.7295827036196,994.1715219314417,869.8536136515055,984.6133826659556,917.6443099789365
labeled-data,7_26_O19 - Made with Clipchamp_10f,66.jpg,934.4331515221529,858.7024511751049,967.8866389513546,858.4369473066192,958.8595074228399,907.2896591079931
labeled-data,7_26_O19 - Made with Clipchamp_10f,77.jpg,918.768423281495,850.2063273835616,950.8943913682681,852.0648544629616,941.8672598397533,895.3419850261354
labeled-data,7_26_O19 - Made with Clipchamp_10f,88.jpg,889.8285016165507,849.940823515076,920.3614464924094,850.7373351205331,915.3168729911806,894.5454734206783
labeled-data,7_26_O19 - Made with Clipchamp_10f,99.jpg,856.6405180558347,847.2857848302186,889.0319900110935,845.1617538823328,878.4118352716644,891.0939231303638
