scorer,,,BLB,BLB,BLB,BLB,BLB,BLB
bodyparts,,,LE,LE,RE,RE,M,M
coords,,,x,y,x,y,x,y
labeled-data,7_24_O17 - Made with Clipchamp_10f,0.jpg,496.7457461849245,197.3340244120519,492.4976842891528,163.88053698285015,534.1817916414121,175.29720332773647
labeled-data,7_24_O17 - Made with Clipchamp_10f,11.jpg,496.48024231643876,197.06852054356617,491.1701649467242,163.08402537739298,525.1546601128974,176.6247226701651
labeled-data,7_24_O17 - Made with Clipchamp_10f,110.jpg,896.8292037777961,406.77678740716874,900.6726897520135,374.6312683500783,923.7336055973175,392.80047477365116
labeled-data,7_24_O17 - Made with Clipchamp_10f,121.jpg,1007.0028793649069,478.36105256598694,1009.6234379836915,446.2155335088965,1040.720733593268,460.89066177408995
labeled-data,7_24_O17 - Made with Clipchamp_10f,132.jpg,1068.4627069455787,526.2805912418331,1063.724549964708,492.4673800601659,1102.4912888991037,498.9285032158985
labeled-data,7_24_O17 - Made with Clipchamp_10f,143.jpg,1070.8317854360141,547.6022976557507,1068.0319654018633,516.804277280092,1102.4912888991037,528.8650405041262
labeled-data,7_24_O17 - Made with Clipchamp_10f,154.jpg,1074.493088557596,552.3404546366213,1068.0319654018633,522.8346588921091,1098.3992442338065,529.9418943634149
labeled-data,7_24_O17 - Made with Clipchamp_10f,165.jpg,1079.2312455384663,559.2323193360694,1069.7549315767253,527.7881866448374,1106.3679627925433,531.2341189945614
labeled-data,7_24_O17 - Made with Clipchamp_10f,176.jpg,1084.1847732911947,567.2010378948062,1077.5082793636043,536.1876467472898,1111.9676028608449,540.4950621844448
labeled-data,7_24_O17 - Made with Clipchamp_10f,187.jpg,1090.233766043354,580.5896670086627,1084.817944897866,548.0947401357344,1118.3610952183083,553.6852651891413
labeled-data,7_24_O17 - Made with Clipchamp_10f,198.jpg,1095.4059270218147,590.4664707828155,1090.021657725371,557.5147426885792,1125.5578350819003,563.5451243005963
labeled-data,7_24_O17 - Made with Clipchamp_10f,209.jpg,1102.297791721263,601.2350093757032,1097.128893196677,566.5603151066049,1131.803587465775,574.313662893484
labeled-data,7_24_O17 - Made with Clipchamp_10f,22.jpg,493.55969976309575,196.5375128065947,489.84264560429557,163.08402537739298,524.0926446389544,179.01425748653665
labeled-data,7_24_O17 - Made with Clipchamp_10f,220.jpg,1103.805387124267,608.7729863907244,1097.990376284108,575.8212582964883,1130.080621290913,584.6514599426562
labeled-data,7_24_O17 - Made with Clipchamp_10f,231.jpg,1106.1744656147025,614.8033680027415,1101.0055670901163,579.2671906462123,1136.7571152185033,593.2662908169663
labeled-data,7_24_O17 - Made with Clipchamp_10f,242.jpg,1109.6203979644265,621.2644911584741,1104.4514994398405,589.8203584672422,1133.3111828687793,601.8811216912763
labeled-data,7_24_O17 - Made with Clipchamp_10f,253.jpg,1108.32817333328,627.7256143142067,1105.743724070987,592.4048077295353,1135.0341490436413,604.4655709535695
labeled-data,7_24_O17 - Made with Clipchamp_10f,264.jpg,1109.189656420711,629.4485804890687,1105.743724070987,594.9892569918283,1133.0958120969217,609.4190987062977
labeled-data,7_24_O17 - Made with Clipchamp_10f,275.jpg,1108.32817333328,628.5870974016377,1106.605207158418,594.5585154481128,1132.8804413250639,607.0500202158624
labeled-data,7_24_O17 - Made with Clipchamp_10f,286.jpg,1110.6972518237153,627.9409850860645,1106.8205779302757,596.0661108511171,1136.3263736747879,609.6344694781554
labeled-data,7_24_O17 - Made with Clipchamp_10f,297.jpg,1114.573925717155,630.956175892073,1111.9894764548617,599.2966724289834,1135.8956321310725,611.1420648811597
labeled-data,7_24_O17 - Made with Clipchamp_10f,308.jpg,1116.5122626638745,627.5102435423489,1116.081521120159,596.9275939385481,1141.0645306556585,610.0652110218709
labeled-data,7_24_O17 - Made with Clipchamp_10f,319.jpg,1118.4505996105943,622.1259742459051,1118.4505996105943,591.5433246421043,1141.0645306556585,610.9266941093019
labeled-data,7_24_O17 - Made with Clipchamp_10f,33.jpg,494.356211368553,199.72355922842343,488.7806301303526,168.39410274710752,517.4550479268113,178.74875361805093
labeled-data,7_24_O17 - Made with Clipchamp_10f,330.jpg,1123.8348689070383,614.8033680027415,1124.6963519944693,581.4208983647899,1143.6489799179515,600.3735262882722
labeled-data,7_24_O17 - Made with Clipchamp_10f,341.jpg,1130.295992062771,602.3118632349918,1130.7267336064863,570.0062474563289,1147.525653811391,587.2359092049492
labeled-data,7_24_O17 - Made with Clipchamp_10f,44.jpg,506.03838158192497,210.87472170482403,502.05582355463906,176.6247226701651,536.5713264577837,190.69642769990867
labeled-data,7_24_O17 - Made with Clipchamp_10f,55.jpg,525.4201639813831,218.3088300224244,521.1721020856114,186.9793735411085,550.6430314875273,202.64410178176644
labeled-data,7_24_O17 - Made with Clipchamp_10f,66.jpg,531.4062516973459,227.51730234731053,532.8038829606976,193.62474421103036,562.1541394910845,211.79395063460325
labeled-data,7_24_O17 - Made with Clipchamp_10f,77.jpg,559.358876964381,241.84302279666608,558.1359496089482,208.6492802920618,586.6126865997403,226.81848671563466
labeled-data,7_24_O17 - Made with Clipchamp_10f,88.jpg,639.6766527524576,269.5053883543835,641.4236918316473,237.18516538937405,671.1233561778721,257.10141089213664
labeled-data,7_24_O17 - Made with Clipchamp_10f,99.jpg,761.5812948245074,327.46498794238863,764.7259651670489,294.44594934570335,791.4556630786512,312.44045186135725
